,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type,lnglat
2037,ROOFTOP,"753 Franklin Ave, Brooklyn, NY 11238, USA",ChIJRz3xzZ9bwokRSZoQ-Uq_MRk,753  FRANKLIN AVENUE 2 Brooklyn NY 11238,40.672991,-73.9570259,1,11238,OK,"establishment,health,point_of_interest,veterinary_care","[-73.9570258999999, 40.672991]"
2038,ROOFTOP,"695 St Johns Pl, Brooklyn, NY 11216, USA",ChIJL3iHH55bwokRKiM9PQewONs,695 SAINT JOHNS PL  BROOKLYN 11216,40.6720976,-73.9551966,1,11216,OK,street_address,"[-73.9551966, 40.6720976]"
2039,ROOFTOP,"774 Franklin Ave #4A, Brooklyn, NY 11238, USA",Ei00QSwgNzc0IEZyYW5rbGluIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjM4LCBVU0EiHhocChYKFAoSCc_YxmZ1W8KJEWvEo0X0Y2WLEgI0QQ,774 FRANKLIN AVENUE 4A BROOKLYN NY 11238,40.672056,-73.957761,1,11238,OK,subpremise,"[-73.9577609999999, 40.672056]"
2040,ROOFTOP,"571 Lincoln Pl #4B, Brooklyn, NY 11238, USA",Eis0QiwgNTcxIExpbmNvbG4gUGwsIEJyb29rbHluLCBOWSAxMTIzOCwgVVNBIh4aHAoWChQKEgkb7UhpdVvCiREkYSjXm21QMxICNEI,571 LINCOLN PLACE 4B BROOKLYN NY 11238,40.6716721,-73.9578718,1,11238,OK,subpremise,"[-73.9578717999999, 40.6716720999999]"
2041,ROOFTOP,"767 Franklin Ave #4R, Brooklyn, NY 11238, USA",Ei00UiwgNzY3IEZyYW5rbGluIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjM4LCBVU0EiHhocChYKFAoSCY-MK9efW8KJESsXNsYXPP0GEgI0Ug,767 FRANKLIN AVENUE 4 R Brooklyn NY 11238,40.6725756,-73.9571408,1,11238,OK,subpremise,"[-73.9571407999999, 40.6725755999999]"
2042,ROOFTOP,"1492 Bedford Ave #1B, Brooklyn, NY 11216, USA",Ei0xQiwgMTQ5MiBCZWRmb3JkIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjE2LCBVU0EiHhocChYKFAoSCSH6SxeeW8KJEUPLKQXi3hExEgIxQg,1492 BEDFORD AVE 1B   BROOKLYN 11216,40.6723254,-73.9547872,1,11216,OK,subpremise,"[-73.9547872, 40.6723254]"
2043,ROOFTOP,"26 St Francis Pl, Brooklyn, NY 11216, USA",ChIJNazbcHVbwokRokvF8ybbCOE,26  SAINT FRANCIS PLACE 1 Brooklyn NY 11216,40.671563,-73.956981,2,11216,OK,street_address,"[-73.956981, 40.671563]"
2044,ROOFTOP,"16 St Francis Pl, Brooklyn, NY 11216, USA",ChIJP8iIeXVbwokRrW3DbUwarBY,16 SAINT FRANCIS PLACE BROOKLYN NY 11216,40.67179,-73.956902,1,11216,OK,street_address,"[-73.956902, 40.67179]"
2045,ROOFTOP,"14 St Francis Pl, Brooklyn, NY 11216, USA",ChIJwWN4eXVbwokRI6lGNkMbzn0,"14  ST FRANCIS PLACE  BROOKLYN, NY 11216",40.671835,-73.956887,1,11216,OK,street_address,"[-73.956887, 40.671835]"
2046,ROOFTOP,"797 Franklin Ave, Brooklyn, NY 11238, USA",ChIJBdGob3VbwokR__M6iPwOVag,797 FRANKLIN AVENUE 2 F Brooklyn NY 11238,40.6716686,-73.9574391,2,11238,OK,premise,"[-73.9574391, 40.6716686]"
2047,ROOFTOP,"670 Sterling Pl, Brooklyn, NY 11216, USA",ChIJ7bBUMp5bwokRrO5Lupw3Wic,"670  STERLING PLACE 2 Brooklyn, NY 11216",40.673011,-73.9563485,2,11216,OK,premise,"[-73.9563484999999, 40.673011]"
2048,ROOFTOP,"670 Sterling Pl, Brooklyn, NY 11216, USA",ChIJ7bBUMp5bwokRrO5Lupw3Wic,"670  STERLING PLACE 2 Brooklyn, NY 11216",40.673011,-73.9563485,2,11216,OK,premise,"[-73.9563484999999, 40.673011]"
2049,ROOFTOP,"666 Sterling Pl, Brooklyn, NY 11216, USA",ChIJeddMMp5bwokR5SvpHrlfJGI,666 STERLING PL  BROOKLYN 11216,40.6730371,-73.9565322,1,11216,OK,premise,"[-73.9565322, 40.6730370999999]"
2050,ROOFTOP,"616 St Johns Pl, Brooklyn, NY 11238, USA",ChIJ1_CbYHVbwokRR3Irzxo0Ps8,616  ST JOHNS PLACE 1 Brooklyn NY 11238,40.672244,-73.958,2,11238,OK,street_address,"[-73.958, 40.672244]"
2051,ROOFTOP,"764A Franklin Ave #2, Brooklyn, NY 11238, USA",Ei0yLCA3NjRBIEZyYW5rbGluIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjM4LCBVU0EiHRobChYKFAoSCe11hGF1W8KJEb-mxLKh2y1pEgEy,764A FRANKLIN AVENUE APT. 2 BROOKLYN NY 11238,40.672274,-73.957687,1,11238,OK,subpremise,"[-73.9576869999999, 40.672274]"
2052,ROOFTOP,"4 St Francis Pl, Brooklyn, NY 11216, USA",ChIJhybqfnVbwokRVO-7kpo31-g,4  SAINT FRANCIS PLACE 1 Brooklyn NY 11216,40.672059,-73.956809,2,11216,OK,street_address,"[-73.9568089999999, 40.672059]"
2053,ROOFTOP,"748 Franklin Ave, Brooklyn, NY 11238, USA",ChIJMfjM2p9bwokRtsFFjJFYjjM,748 FRANKLIN AVE  BROOKLYN 11238,40.6729679,-73.9574046,1,11238,OK,premise,"[-73.9574045999999, 40.6729679]"
2054,ROOFTOP,"748 Franklin Ave, Brooklyn, NY 11238, USA",ChIJMfjM2p9bwokRtsFFjJFYjjM,748 FRANKLIN AVE 5 BROOKLYN 11238,40.6729679,-73.9574046,2,11238,OK,premise,"[-73.9574045999999, 40.6729679]"
2055,ROOFTOP,"748 Franklin Ave, Brooklyn, NY 11238, USA",ChIJMfjM2p9bwokRtsFFjJFYjjM,748 FRANKLIN AVENUE 6 BROOKLYN NY 11238,40.6729679,-73.9574046,2,11238,OK,premise,"[-73.9574045999999, 40.6729679]"
2056,ROOFTOP,"759 Franklin Ave, Brooklyn, NY 11238, USA",ChIJWUnT059bwokR_DhGpqiLsLU,759 FRANKLIN AVE  BROOKLYN 11238,40.672759,-73.956895,1,11238,OK,street_address,"[-73.956895, 40.672759]"
2057,ROOFTOP,"636 Sterling Pl, Brooklyn, NY 11238, USA",ChIJoXdnw59bwokRzpBDf7cT79c,636 STERLING PLACE 11238,40.673108,-73.957691,1,11238,OK,street_address,"[-73.957691, 40.673108]"
2058,ROOFTOP,"777 Franklin Ave, Brooklyn, NY 11238, USA",ChIJJxsofXVbwokRrMIBTQ6Fz2Y,777 FRANKLIN AVENUE 2 BROOKLYN NY 11238,40.672177,-73.9572095,2,11238,OK,premise,"[-73.9572094999999, 40.672177]"
2059,ROOFTOP,"757 Franklin Ave #1B, Brooklyn, NY 11238, USA",Ei0xQiwgNzU3IEZyYW5rbGluIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjM4LCBVU0EiHhocChYKFAoSCfs9PdKfW8KJEVSL7wR8CEVWEgIxQg,757 FRANKLIN AVENUE 1B 11238,40.672828,-73.956871,1,11238,OK,subpremise,"[-73.9568709999999, 40.672828]"
2060,ROOFTOP,"707 St Johns Pl #1R, Brooklyn, NY 11216, USA",EiwxUiwgNzA3IFN0IEpvaG5zIFBsLCBCcm9va2x5biwgTlkgMTEyMTYsIFVTQSIeGhwKFgoUChIJwSYtHp5bwokR0bv7q8TQP6gSAjFS,707 SAINT JOHNS PL 1R BROOKLYN 11216,40.6720584,-73.9549479,1,11216,OK,subpremise,"[-73.9549479, 40.6720584]"
2061,ROOFTOP,"757 Franklin Ave #4B, Brooklyn, NY 11238, USA",Ei00QiwgNzU3IEZyYW5rbGluIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjM4LCBVU0EiHhocChYKFAoSCfs9PdKfW8KJEVSL7wR8CEVWEgI0Qg,757 FRANKLIN AVENUE 4B Brooklyn NY 11238,40.672828,-73.956871,1,11238,OK,subpremise,"[-73.9568709999999, 40.672828]"
2062,ROOFTOP,"748 Franklin Ave, Brooklyn, NY 11238, USA",ChIJMfjM2p9bwokRtsFFjJFYjjM,"748  FRANKLIN AVENUE 3 BROOKLYN, NY 11238",40.6729679,-73.9574046,2,11238,OK,premise,"[-73.9574045999999, 40.6729679]"
2063,ROOFTOP,"1492 Bedford Ave, Brooklyn, NY 11216, USA",ChIJIfpLF55bwokRQ8spBeLeETE,1492 BEDFORD AVENUE 2 B BROOKLYN NY 11216,40.6723254,-73.9547872,1,11216,OK,premise,"[-73.9547872, 40.6723254]"
2064,ROOFTOP,"1480 Bedford Ave #2L, Brooklyn, NY 11216, USA",Ei0yTCwgMTQ4MCBCZWRmb3JkIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjE2LCBVU0EiHhocChYKFAoSCVmXBBqeW8KJEXONULvAwrJUEgIyTA,1480 BEDFORD AVE 2L BROOKLYN 11216,40.6725828,-73.9546954,1,11216,OK,subpremise,"[-73.9546953999999, 40.6725828]"
2065,ROOFTOP,"1486 Bedford Ave #3A, Brooklyn, NY 11216, USA",Ei0zQSwgMTQ4NiBCZWRmb3JkIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjE2LCBVU0EiHhocChYKFAoSCVd8BRqeW8KJEZ13LjSs9Z-aEgIzQQ,1486 BEDFORD AVE 3A BROOKLYN 11216,40.6724829,-73.9546724,1,11216,OK,subpremise,"[-73.9546723999999, 40.6724829]"
2066,ROOFTOP,"748 Franklin Ave #3R, Brooklyn, NY 11238, USA",Ei0zUiwgNzQ4IEZyYW5rbGluIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjM4LCBVU0EiHhocChYKFAoSCTH4zNqfW8KJEbbBRYyRWI4zEgIzUg,748 FRANKLIN AVENUE 3 R Brooklyn NY 11238,40.6729679,-73.9574046,1,11238,OK,subpremise,"[-73.9574045999999, 40.6729679]"
2067,ROOFTOP,"583 Lincoln Pl, Brooklyn, NY 11216, USA",ChIJeecjcXVbwokR-VgTwKLU1mY,583 LINCOLN PLACE PH 11216,40.6715035,-73.9569717,1,11216,OK,street_address,"[-73.9569717, 40.6715035]"
2068,ROOFTOP,"710 Sterling Pl, Brooklyn, NY 11216, USA",ChIJSTbkIp5bwokRqQdqz1UG2eA,710 STERLING PLACE BROOKLYN NY 11216,40.672578,-73.955237,1,11216,OK,street_address,"[-73.955237, 40.672578]"
2069,ROOFTOP,"710 Sterling Pl, Brooklyn, NY 11216, USA",ChIJSTbkIp5bwokRqQdqz1UG2eA,710 STERLING PLACE BROOKLYN NY 11216,40.672578,-73.955237,1,11216,OK,street_address,"[-73.955237, 40.672578]"
2070,ROOFTOP,"1486 Bedford Ave #1B, Brooklyn, NY 11216, USA",Ei0xQiwgMTQ4NiBCZWRmb3JkIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjE2LCBVU0EiHhocChYKFAoSCVd8BRqeW8KJEZ13LjSs9Z-aEgIxQg,1486 BEDFORD AVE APT  1B NY 11216,40.6724829,-73.9546724,1,11216,OK,subpremise,"[-73.9546723999999, 40.6724829]"
2071,ROOFTOP,"547 Lincoln Pl, Brooklyn, NY 11238, USA",ChIJmww1Q3VbwokRZpH0fWvZ6Xg,547 LINCOLN PL BROOKLYN NY 11238,40.6719391,-73.958323,1,11238,OK,premise,"[-73.958323, 40.6719391]"
2072,ROOFTOP,"606 St Johns Pl, Brooklyn, NY 11238, USA",ChIJByTdXnVbwokRvwIBziKI1JI,606 SAINT JOHNS PLACE 3 BROOKLYN NY 11238,40.672308,-73.95831,2,11238,OK,street_address,"[-73.95831, 40.672308]"
2073,ROOFTOP,"675 St Johns Pl, Brooklyn, NY 11216, USA",ChIJ8cE2Jp5bwokR6zk5Rsj2vZk,675 SAINT JOHNS PLACE BROOKLYN NY 11216,40.672313,-73.955746,1,11216,OK,street_address,"[-73.9557459999999, 40.672313]"
2074,ROOFTOP,"707 St Johns Pl #4L, Brooklyn, NY 11216, USA",Eiw0TCwgNzA3IFN0IEpvaG5zIFBsLCBCcm9va2x5biwgTlkgMTEyMTYsIFVTQSIeGhwKFgoUChIJwSYtHp5bwokR0bv7q8TQP6gSAjRM,707 SAINT JOHNS PLACE 4L BROOKLYN NY 11216,40.6720584,-73.9549479,1,11216,OK,subpremise,"[-73.9549479, 40.6720584]"
2075,ROOFTOP,"770 Franklin Ave, Brooklyn, NY 11238, USA",ChIJodpOYXVbwokRVFK93PBUPaw,770 FRANKLIN AVE BKLYN NY 11238,40.6721248,-73.9577261,1,11238,OK,premise,"[-73.9577261, 40.6721248]"
2076,ROOFTOP,"162 Troy Ave #1A, Brooklyn, NY 11213, USA",EikxQSwgMTYyIFRyb3kgQXZlLCBCcm9va2x5biwgTlkgMTEyMTMsIFVTQSIeGhwKFgoUChIJi6irr4BbwokRoZ1I59KtlWcSAjFB,162  TROY AVENUE 1A BROOKLYN NY 11213,40.6738746,-73.9365472,1,11213,OK,subpremise,"[-73.9365472, 40.6738746]"
2077,ROOFTOP,"162 Troy Ave #14E, Brooklyn, NY 11213, USA",EioxNEUsIDE2MiBUcm95IEF2ZSwgQnJvb2tseW4sIE5ZIDExMjEzLCBVU0EiHxodChYKFAoSCYuoq6-AW8KJEaGdSOfSrZVnEgMxNEU,162 TROY AVE 14E BROOKLYN 11213,40.6738746,-73.9365472,1,11213,OK,subpremise,"[-73.9365472, 40.6738746]"
2078,ROOFTOP,"1191 Park Pl #14E, Brooklyn, NY 11213, USA",EioxNEUsIDExOTEgUGFyayBQbCwgQnJvb2tseW4sIE5ZIDExMjEzLCBVU0EiHxodChYKFAoSCQcZc-yAW8KJEXBbsQlJEJP8EgMxNEU,1191  PARK PLACE 14E Brooklyn NY 11213,40.6729427,-73.9377206,1,11213,OK,subpremise,"[-73.9377205999999, 40.6729427]"
2079,ROOFTOP,"162 Troy Ave #1G, Brooklyn, NY 11213, USA",EikxRywgMTYyIFRyb3kgQXZlLCBCcm9va2x5biwgTlkgMTEyMTMsIFVTQSIeGhwKFgoUChIJi6irr4BbwokRoZ1I59KtlWcSAjFH,162  TROY AVENUE 1G BROOKLYN NY 11213,40.6738746,-73.9365472,1,11213,OK,subpremise,"[-73.9365472, 40.6738746]"
2080,ROOFTOP,"180 Troy Ave, Brooklyn, NY 11213, USA",ChIJk_cSvYBbwokR5HQFkCbgm0Y,180  TROY AVENUE 8 A BROOKLYN NY 11213,40.6731945,-73.9368547,2,11213,OK,premise,"[-73.9368547, 40.6731945]"
2081,ROOFTOP,"162 Troy Ave, Brooklyn, NY 11213, USA",ChIJi6irr4BbwokRoZ1I59KtlWc,162 TROY AVENUE 11 E Brooklyn NY 11213,40.6738746,-73.9365472,2,11213,OK,street_address,"[-73.9365472, 40.6738746]"
2082,APPROXIMATE,"Albany, GA, USA",ChIJp3btrUN58ogRSS2xVMRzTfU,229 ALBANY AVENUE2Brooklyn NY 11213,31.5785074,-84.155741,2,,OK,"locality,political","[-84.1557409999999, 31.5785074]"
2083,ROOFTOP,"180 Troy Ave #10A, Brooklyn, NY 11213, USA",EioxMEEsIDE4MCBUcm95IEF2ZSwgQnJvb2tseW4sIE5ZIDExMjEzLCBVU0EiHxodChYKFAoSCZP3Er2AW8KJEeR0BZAm4JtGEgMxMEE,180 TROY AVENUE 10 A Brooklyn NY 11213,40.6731945,-73.9368547,1,11213,OK,subpremise,"[-73.9368547, 40.6731945]"
2084,ROOFTOP,"162 Troy Ave, Brooklyn, NY 11213, USA",ChIJi6irr4BbwokRoZ1I59KtlWc,162 TROY AVENUE BROOKLYN NY 11213,40.6738746,-73.9365472,1,11213,OK,street_address,"[-73.9365472, 40.6738746]"
2085,ROOFTOP,"1191 Park Pl, Brooklyn, NY 11213, USA",ChIJBxlz7IBbwokRcFuxCUkQk_w,1191  PARK PLACE 13 F BROOKLYN NY 11213,40.6729427,-73.9377206,2,11213,OK,street_address,"[-73.9377205999999, 40.6729427]"
2086,ROOFTOP,"180 Troy Ave #2B, Brooklyn, NY 11213, USA",EikyQiwgMTgwIFRyb3kgQXZlLCBCcm9va2x5biwgTlkgMTEyMTMsIFVTQSIeGhwKFgoUChIJk_cSvYBbwokR5HQFkCbgm0YSAjJC,180 TROY AVE 2B BROOKLYN 11213,40.6731945,-73.9368547,1,11213,OK,subpremise,"[-73.9368547, 40.6731945]"
2087,ROOFTOP,"180 Troy Ave #7A, Brooklyn, NY 11213, USA",Eik3QSwgMTgwIFRyb3kgQXZlLCBCcm9va2x5biwgTlkgMTEyMTMsIFVTQSIeGhwKFgoUChIJk_cSvYBbwokR5HQFkCbgm0YSAjdB,180  TROY AVENUE 7A BROOKLYN NY 11213,40.6731945,-73.9368547,1,11213,OK,subpremise,"[-73.9368547, 40.6731945]"
2088,ROOFTOP,"180 Troy Ave #4A, Brooklyn, NY 11213, USA",Eik0QSwgMTgwIFRyb3kgQXZlLCBCcm9va2x5biwgTlkgMTEyMTMsIFVTQSIeGhwKFgoUChIJk_cSvYBbwokR5HQFkCbgm0YSAjRB,180  TROY AVENUE 4A Brooklyn NY 11213,40.6731945,-73.9368547,1,11213,OK,subpremise,"[-73.9368547, 40.6731945]"
2089,ROOFTOP,"162 Troy Ave #1K, Brooklyn, NY 11213, USA",EikxSywgMTYyIFRyb3kgQXZlLCBCcm9va2x5biwgTlkgMTEyMTMsIFVTQSIeGhwKFgoUChIJi6irr4BbwokRoZ1I59KtlWcSAjFL,162  TROY AVENUE 1K Brooklyn NY 11213,40.6738746,-73.9365472,1,11213,OK,subpremise,"[-73.9365472, 40.6738746]"
2090,ROOFTOP,"180 Troy Ave #10K, Brooklyn, NY 11213, USA",EioxMEssIDE4MCBUcm95IEF2ZSwgQnJvb2tseW4sIE5ZIDExMjEzLCBVU0EiHxodChYKFAoSCZP3Er2AW8KJEeR0BZAm4JtGEgMxMEs,180  TROY AVENUE APT 10K BROOKLYN NY 11213,40.6731945,-73.9368547,1,11213,OK,subpremise,"[-73.9368547, 40.6731945]"
2091,ROOFTOP,"1170 Park Pl #2A, Brooklyn, NY 11213, USA",EikyQSwgMTE3MCBQYXJrIFBsLCBCcm9va2x5biwgTlkgMTEyMTMsIFVTQSIeGhwKFgoUChIJjwgX_YBbwokRQ-ik4_qGligSAjJB,1170 PARK PLACE 2A BROOKLYN NY 11213,40.6727256,-73.9387918,1,11213,OK,subpremise,"[-73.9387917999999, 40.6727256]"
2092,ROOFTOP,"180 Troy Ave #13H, Brooklyn, NY 11213, USA",EioxM0gsIDE4MCBUcm95IEF2ZSwgQnJvb2tseW4sIE5ZIDExMjEzLCBVU0EiHxodChYKFAoSCZP3Er2AW8KJEeR0BZAm4JtGEgMxM0g,180 TROY AVENUE  13H BROOKLYN NY 11213,40.6731945,-73.9368547,1,11213,OK,subpremise,"[-73.9368547, 40.6731945]"
2093,ROOFTOP,"180 Troy Ave #8E, Brooklyn, NY 11213, USA",Eik4RSwgMTgwIFRyb3kgQXZlLCBCcm9va2x5biwgTlkgMTEyMTMsIFVTQSIeGhwKFgoUChIJk_cSvYBbwokR5HQFkCbgm0YSAjhF,180  TROY AVENUE 8E Brooklyn NY 11213,40.6731945,-73.9368547,1,11213,OK,subpremise,"[-73.9368547, 40.6731945]"
2094,ROOFTOP,"180 Troy Ave, Brooklyn, NY 11213, USA",ChIJk_cSvYBbwokR5HQFkCbgm0Y,180 TROY AVENUE BROOKLYN NY 11213,40.6731945,-73.9368547,1,11213,OK,premise,"[-73.9368547, 40.6731945]"
2095,ROOFTOP,"180 Troy Ave #3B, Brooklyn, NY 11213, USA",EikzQiwgMTgwIFRyb3kgQXZlLCBCcm9va2x5biwgTlkgMTEyMTMsIFVTQSIeGhwKFgoUChIJk_cSvYBbwokR5HQFkCbgm0YSAjNC,180 TROY AVE 3B BROOKLYN 11213,40.6731945,-73.9368547,1,11213,OK,subpremise,"[-73.9368547, 40.6731945]"
2096,ROOFTOP,"1170 Park Pl #1B, Brooklyn, NY 11213, USA",EikxQiwgMTE3MCBQYXJrIFBsLCBCcm9va2x5biwgTlkgMTEyMTMsIFVTQSIeGhwKFgoUChIJjwgX_YBbwokRQ-ik4_qGligSAjFC,1170 PARK PL APT 1B BROOKLYN NY 11213,40.6727256,-73.9387918,1,11213,OK,subpremise,"[-73.9387917999999, 40.6727256]"
2097,ROOFTOP,"1191 Park Pl #7B, Brooklyn, NY 11213, USA",Eik3QiwgMTE5MSBQYXJrIFBsLCBCcm9va2x5biwgTlkgMTEyMTMsIFVTQSIeGhwKFgoUChIJBxlz7IBbwokRcFuxCUkQk_wSAjdC,1191 PARK PLACE  BROOKLY N.Y APT 7B 11213,40.6729427,-73.9377206,1,11213,OK,subpremise,"[-73.9377205999999, 40.6729427]"
2098,ROOFTOP,"1191 Park Pl #7B, Brooklyn, NY 11213, USA",Eik3QiwgMTE5MSBQYXJrIFBsLCBCcm9va2x5biwgTlkgMTEyMTMsIFVTQSIeGhwKFgoUChIJBxlz7IBbwokRcFuxCUkQk_wSAjdC,1191 PARK PLACE 7B BROOKLYN NY 11213,40.6729427,-73.9377206,1,11213,OK,subpremise,"[-73.9377205999999, 40.6729427]"
2099,ROOFTOP,"162 Troy Ave #10H, Brooklyn, NY 11213, USA",EioxMEgsIDE2MiBUcm95IEF2ZSwgQnJvb2tseW4sIE5ZIDExMjEzLCBVU0EiHxodChYKFAoSCYuoq6-AW8KJEaGdSOfSrZVnEgMxMEg,162 TROY AVENUE 10H BROOKLYN 11213,40.6738746,-73.9365472,1,11213,OK,subpremise,"[-73.9365472, 40.6738746]"
2100,ROOFTOP,"180 Troy Ave, Brooklyn, NY 11213, USA",ChIJk_cSvYBbwokR5HQFkCbgm0Y,180 TROY AVENUE  BROOKLYN  11213,40.6731945,-73.9368547,1,11213,OK,premise,"[-73.9368547, 40.6731945]"
2101,ROOFTOP,"162 Troy Ave, Brooklyn, NY 11213, USA",ChIJi6irr4BbwokRoZ1I59KtlWc,162 TROY AVENUEBROOKLYN NY 11213,40.6738746,-73.9365472,1,11213,OK,street_address,"[-73.9365472, 40.6738746]"
2102,ROOFTOP,"1331 St Marks Ave, Brooklyn, NY 11233, USA",ChIJGZIrNXtcwokRjXJKQD0mQ0c,1331  ST MARKS AVENUE P 4 BROOKLYN NY 11233,40.6739771,-73.9242366,1,11233,OK,premise,"[-73.9242366, 40.6739770999999]"
2103,ROOFTOP,"1367 St Marks Ave #3D, Brooklyn, NY 11233, USA",Ei4zRCwgMTM2NyBTdCBNYXJrcyBBdmUsIEJyb29rbHluLCBOWSAxMTIzMywgVVNBIh4aHAoWChQKEgl3TQfEZFzCiRFu6s7SZ-p6jhICM0Q,1367  ST MARKS AVENUE 3D Brooklyn NY 11233,40.674003,-73.923126,1,11233,OK,subpremise,"[-73.923126, 40.674003]"
2104,ROOFTOP,"444 Ralph Ave, Brooklyn, NY 11233, USA",ChIJL8MUH49bwokRsvd18-Uec5o,444  RALPH ABE (4)  11233,40.6738776,-73.9222624,1,11233,OK,"establishment,food,point_of_interest,restaurant","[-73.9222624, 40.6738776]"
2105,ROOFTOP,"1379 St Marks Ave, Brooklyn, NY 11233, USA",ChIJrT0u6mRcwokR4TpnJsnrpwc,1379  SAINT MARKS AVENUE  Brooklyn NY 11233,40.6738866,-73.9226521,1,11233,OK,premise,"[-73.9226521, 40.6738866]"
2106,ROOFTOP,"447 Kingsborough 4th Walk #16D, Brooklyn, NY 11233, USA",EjcxNkQsIDQ0NyBLaW5nc2Jvcm91Z2ggNHRoIFdhbGssIEJyb29rbHluLCBOWSAxMTIzMywgVVNBIh8aHQoWChQKEgnxAIvVelzCiRFfUjzqW72AsRIDMTZE,"447  KINGSBOROUGH    4 WALK 16D Brooklyn, NY 11233",40.6750873,-73.9246385,1,11233,OK,subpremise,"[-73.9246385, 40.6750873]"
2107,ROOFTOP,"541 Kingsboro 5th Walk #1C, Brooklyn, NY 11233, USA",EjMxQywgNTQxIEtpbmdzYm9ybyA1dGggV2FsaywgQnJvb2tseW4sIE5ZIDExMjMzLCBVU0EiHhocChYKFAoSCYHi0idlXMKJEb0_3btcdaauEgIxQw,541 KINGSBOROUGH 5 WALK APT 1C BROOKLYN NY 11233,40.6751053,-73.9234558,1,11233,OK,subpremise,"[-73.9234558, 40.6751053]"
2108,ROOFTOP,"420 Kingsborough 4th Walk #3A, Brooklyn, NY 11233, USA",EjYzQSwgNDIwIEtpbmdzYm9yb3VnaCA0dGggV2FsaywgQnJvb2tseW4sIE5ZIDExMjMzLCBVU0EiHhocChYKFAoSCWlCz9p6XMKJEfpn4HICe5eqEgIzQQ,420  KINGSBOROUGH    4 WALK 3A BROOKLYN NY 11233,40.6757716,-73.9250802,1,11233,OK,subpremise,"[-73.9250802, 40.6757716]"
2109,ROOFTOP,"1782 Bergen St, Brooklyn, NY 11233, USA",ChIJZUbA3GRcwokR6amc1Ru6giM,1782 BERGEN STREET 1 Brooklyn NY 11233,40.674349,-73.923023,2,11233,OK,street_address,"[-73.923023, 40.674349]"
2110,ROOFTOP,"129 Kingsborough 1st Walk, Brooklyn, NY 11233, USA",ChIJgXlV_3pcwokR9upCXAX8cD8,541 KINGSBOROUGH5 WALK36-ABKLYNNY 11233,40.6756367,-73.9270037,1,11233,OK,"establishment,point_of_interest","[-73.9270037, 40.6756367]"
2111,ROOFTOP,"1760 Bergen St #2FL, Brooklyn, NY 11233, USA",EiwyRkwsIDE3NjAgQmVyZ2VuIFN0LCBCcm9va2x5biwgTlkgMTEyMzMsIFVTQSIfGh0KFgoUChIJT0CS0WRcwokR3wTLx-Y43IoSAzJGTA,"1760  BERGEN STREET 2FL BROOKLYN, NY 11233",40.6744832,-73.9237888,1,11233,OK,subpremise,"[-73.9237888, 40.6744832]"
2112,ROOFTOP,"553 Kingsboro 5th Walk #4C, Brooklyn, NY 11233, USA",EjM0QywgNTUzIEtpbmdzYm9ybyA1dGggV2FsaywgQnJvb2tseW4sIE5ZIDExMjMzLCBVU0EiHhocChYKFAoSCUFVKNhkXMKJEYmFjSjOavZYEgI0Qw,"553  KINGSBOROUGH    5 WALK 4C BROOKLYN, NY 11233",40.6748354,-73.9234791,1,11233,OK,subpremise,"[-73.9234791, 40.6748354]"
2113,ROOFTOP,"529 Kingsboro 5th Walk #3E, Brooklyn, NY 11233, USA",EjMzRSwgNTI5IEtpbmdzYm9ybyA1dGggV2FsaywgQnJvb2tseW4sIE5ZIDExMjMzLCBVU0EiHhocChYKFAoSCV8rmSVlXMKJEXKGaTugmrCDEgIzRQ,529  KINGSBOROUGH    5 WALK 3E Brooklyn NY 11233,40.6753952,-73.9234113,1,11233,OK,subpremise,"[-73.9234113, 40.6753952]"
2114,ROOFTOP,"454 Kingsborough 4th Walk #1E, Brooklyn, NY 11233, USA",EjYxRSwgNDU0IEtpbmdzYm9yb3VnaCA0dGggV2FsaywgQnJvb2tseW4sIE5ZIDExMjMzLCBVU0EiHhocChYKFAoSCT-lXiZ7XMKJEYN-IzUy-Q7AEgIxRQ,"454  KINGSBOROUGH    4 WALK 1E BROOKLYN, NY 11233",40.6755082,-73.9253671,1,11233,OK,subpremise,"[-73.9253671, 40.6755082]"
2115,ROOFTOP,"454 Kingsborough 4th Walk #1E, Brooklyn, NY 11233, USA",EjYxRSwgNDU0IEtpbmdzYm9yb3VnaCA0dGggV2FsaywgQnJvb2tseW4sIE5ZIDExMjMzLCBVU0EiHhocChYKFAoSCT-lXiZ7XMKJEYN-IzUy-Q7AEgIxRQ,454  KINGSBOROUGH    4 WALK 1E Brooklyn NY 11233,40.6755082,-73.9253671,1,11233,OK,subpremise,"[-73.9253671, 40.6755082]"
